order_id,order_date,customer_id,product_id,quantity,unit_price,discount_rate,revenue,cogs,shipping_cost,profit,sales_channel,payment_method,returned_flag
O01663,2024-08-12,C0255,P006,6,732.43,0.05,4174.85,2997.3,2.41,1175.14,Partner,Wallet,0
O01664,2024-11-21,C0279,P002,4,431.8,0.05,1640.84,1266.28,2.67,371.89,Partner,Bank Transfer,0
O01665,2024-02-04,C0034,P002,3,431.8,0.15,1101.09,949.71,9.15,142.23,Online,Cash,0
O01666,2024-03-02,C0013,P003,1,478.73,0.1,430.86,373.64,5.74,51.48,Partner,Wallet,0
O01667,2024-10-12,C0135,P008,1,681.31,0.15,579.11,492.21,5.71,81.19,Partner,Card,0
O01668,2024-04-28,C0104,P003,3,478.73,0,1436.19,1120.92,16.93,298.34,Store,Card,0
O01669,2024-09-18,C0007,P002,5,431.8,0.15,1835.15,1582.85,7.32,244.98,Store,Cash,0
O01670,2024-06-12,C0125,P008,2,681.31,0,1362.62,984.42,15.28,362.92,Online,Card,0
O01671,2024-03-29,C0199,P009,6,691.49,0.15,3526.6,2455.08,12.83,1058.69,Online,Cash,0
O01672,2025-03-15,C0262,P003,1,478.73,0.05,454.79,373.64,12.27,68.88,Partner,Cash,0
O01673,2024-05-06,C0321,P007,6,579.93,0,3479.58,2577.66,20.75,881.17,Store,Card,0
O01674,2025-01-20,C0222,P001,3,424.39,0.05,1209.51,847.02,2.55,359.94,Store,Bank Transfer,0
O01675,2024-08-18,C0311,P004,6,933.18,0,5599.08,3567.06,11.59,2020.43,Partner,Bank Transfer,0
O01676,2024-11-26,C0326,P003,2,478.73,0.1,861.71,747.28,12.43,102.0,Online,Bank Transfer,0
O01677,2024-11-03,C0016,P007,1,579.93,0.1,521.94,429.61,3.7,88.63,Online,Card,0
O01678,2024-07-08,C0143,P007,3,579.93,0.05,1652.8,1288.83,15.0,348.97,Store,Wallet,0
O01679,2025-03-04,C0275,P010,3,569.77,0,1709.31,1069.41,19.11,620.79,Store,Bank Transfer,0
O01680,2025-01-22,C0302,P012,5,43.97,0.15,186.87,152.95,14.1,19.82,Partner,Cash,0
O01681,2024-08-28,C0173,P002,6,431.8,0.05,2461.26,1899.42,21.5,540.34,Partner,Card,0
O01682,2024-05-08,C0323,P005,3,260.02,0,780.06,570.15,13.89,196.02,Store,Cash,0
O01683,2024-10-16,C0098,P006,3,732.43,0,2197.29,1498.65,18.51,680.13,Store,Wallet,0
O01684,2024-05-15,C0307,P007,6,579.93,0.15,2957.64,2577.66,5.77,374.21,Online,Wallet,0
O01685,2024-04-07,C0186,P012,5,43.97,0.1,197.87,152.95,8.42,36.5,Partner,Cash,0
O01686,2024-03-01,C0150,P011,2,678.3,0,1356.6,878.62,13.96,464.02,Store,Cash,0
O01687,2025-03-30,C0332,P008,3,681.31,0,2043.93,1476.63,9.83,557.47,Partner,Bank Transfer,0
O01688,2024-10-02,C0175,P003,3,478.73,0.1,1292.57,1120.92,3.44,168.21,Store,Bank Transfer,0
O01689,2024-01-02,C0035,P004,3,933.18,0.05,2659.56,1783.53,11.1,864.93,Partner,Wallet,0
O01690,2024-09-18,C0291,P007,2,579.93,0,1159.86,859.22,3.02,297.62,Store,Card,0
O01691,2024-08-31,C0224,P007,3,579.93,0,1739.79,1288.83,4.79,446.17,Online,Card,0
O01692,2025-03-09,C0036,P005,1,260.02,0.1,234.02,190.05,12.7,31.27,Online,Bank Transfer,0
O01693,2024-04-14,C0021,P011,5,678.3,0,3391.5,2196.55,2.2,1192.75,Partner,Wallet,0
O01694,2024-05-25,C0221,P004,2,933.18,0,1866.36,1189.02,14.37,662.97,Store,Wallet,0
O01695,2025-03-06,C0122,P003,1,478.73,0.1,430.86,373.64,13.68,43.54,Online,Bank Transfer,0
O01696,2024-04-14,C0278,P010,1,569.77,0,569.77,356.47,3.82,209.48,Store,Bank Transfer,0
O01697,2024-03-04,C0049,P004,4,933.18,0,3732.72,2378.04,6.84,1347.84,Online,Cash,0
O01698,2024-05-23,C0055,P001,2,424.39,0.15,721.46,564.68,8.17,148.61,Partner,Bank Transfer,0
O01699,2024-08-16,C0110,P004,1,933.18,0,933.18,594.51,10.17,328.5,Online,Bank Transfer,0
O01700,2025-03-11,C0315,P007,1,579.93,0.1,521.94,429.61,17.3,75.03,Partner,Bank Transfer,0
O01701,2024-08-11,C0269,P006,3,732.43,0,2197.29,1498.65,11.98,686.66,Store,Cash,0
O01702,2024-07-09,C0074,P012,1,43.97,0.1,39.57,30.59,18.74,-9.76,Online,Bank Transfer,0
O01703,2024-04-16,C0112,P006,3,732.43,0.05,2087.43,1498.65,7.48,581.3,Online,Bank Transfer,0
O01704,2024-11-03,C0241,P001,6,424.39,0.1,2291.71,1694.04,6.88,590.79,Store,Card,0
O01705,2024-07-18,C0293,P006,3,732.43,0.05,2087.43,1498.65,2.41,586.37,Store,Bank Transfer,0
O01706,2024-02-15,C0224,P005,3,260.02,0,780.06,570.15,7.38,202.53,Store,Bank Transfer,0
O01707,2024-03-21,C0087,P004,5,933.18,0.15,3966.01,2972.55,12.34,981.12,Online,Card,0
O01708,2024-07-14,C0187,P001,2,424.39,0,848.78,564.68,16.14,267.96,Partner,Card,0
O01709,2024-05-08,C0041,P009,3,691.49,0.05,1970.75,1227.54,4.98,738.23,Store,Wallet,0
O01710,2025-03-21,C0096,P004,4,933.18,0,3732.72,2378.04,5.33,1349.35,Online,Card,0
O01711,2024-10-20,C0336,P012,2,43.97,0,87.94,61.18,12.96,13.8,Online,Cash,0
O01712,2024-01-09,C0101,P010,6,569.77,0,3418.62,2138.82,3.35,1276.45,Online,Card,0
O01713,2025-02-02,C0237,P009,3,691.49,0.15,1763.3,1227.54,5.58,530.18,Online,Cash,0
O01714,2025-02-06,C0005,P006,2,732.43,0,1464.86,999.1,12.26,433.36,Online,Bank Transfer,1
O01715,2024-03-10,C0086,P001,4,424.39,0,1697.56,1129.36,18.93,549.27,Partner,Wallet,0
O01716,2024-10-20,C0143,P008,2,681.31,0.05,1294.49,984.42,5.5,304.57,Online,Cash,0
O01717,2024-11-23,C0311,P001,1,424.39,0.05,403.17,282.34,4.72,116.11,Partner,Bank Transfer,0
O01718,2024-12-12,C0203,P009,5,691.49,0.15,2938.83,2045.9,10.08,882.85,Partner,Wallet,0
O01719,2025-02-06,C0311,P010,6,569.77,0.15,2905.83,2138.82,10.1,756.91,Store,Cash,0
O01720,2024-09-14,C0256,P003,1,478.73,0,478.73,373.64,3.47,101.62,Store,Card,0
O01721,2024-11-05,C0212,P007,4,579.93,0,2319.72,1718.44,9.47,591.81,Online,Card,0
O01722,2024-04-20,C0223,P011,2,678.3,0.05,1288.77,878.62,19.3,390.85,Partner,Cash,0
O01723,2024-11-28,C0155,P007,2,579.93,0,1159.86,859.22,2.33,298.31,Store,Wallet,0
O01724,2024-09-06,C0205,P008,6,681.31,0.05,3883.47,2953.26,9.43,920.78,Online,Bank Transfer,0
O01725,2024-01-27,C0126,P003,6,478.73,0,2872.38,2241.84,7.91,603.68,Store,Bank Transfer,1
O01726,2024-02-09,C0307,P005,3,260.02,0.1,702.05,570.15,13.03,84.43,Store,Card,1
O01727,2024-06-29,C0170,P004,3,933.18,0.1,2519.59,1783.53,5.32,730.74,Online,Wallet,0
O01728,2024-01-31,C0013,P009,2,691.49,0.15,1175.53,818.36,12.42,327.65,Partner,Bank Transfer,1
O01729,2024-06-26,C0319,P006,3,732.43,0,2197.29,1498.65,3.02,695.62,Online,Bank Transfer,0
O01730,2025-01-23,C0250,P007,5,579.93,0,2899.65,2148.05,15.33,736.27,Partner,Card,0
O01731,2024-03-19,C0194,P006,6,732.43,0.15,3735.39,2997.3,10.8,727.29,Store,Cash,0
O01732,2024-03-13,C0101,P002,5,431.8,0.05,2051.05,1582.85,7.52,460.68,Online,Wallet,0
O01733,2024-01-07,C0069,P004,4,933.18,0.1,3359.45,2378.04,5.87,975.54,Online,Bank Transfer,0
O01734,2024-10-07,C0291,P005,2,260.02,0,520.04,380.1,21.82,118.12,Online,Wallet,0
O01735,2025-01-07,C0248,P002,2,431.8,0.05,820.42,633.14,20.3,166.98,Partner,Bank Transfer,0
O01736,2024-02-28,C0041,P011,4,678.3,0,2713.2,1757.24,14.34,941.62,Store,Wallet,0
O01737,2024-10-22,C0286,P009,6,691.49,0,4148.94,2455.08,14.63,1679.23,Online,Wallet,0
O01738,2025-02-16,C0305,P004,2,933.18,0,1866.36,1189.02,10.68,666.66,Partner,Wallet,0
O01739,2024-09-12,C0208,P001,5,424.39,0,2121.95,1411.7,18.03,692.22,Online,Cash,0
O01740,2025-03-08,C0113,P004,4,933.18,0,3732.72,2378.04,20.52,1334.16,Partner,Wallet,0
O01741,2024-07-30,C0205,P007,5,579.93,0,2899.65,2148.05,7.98,743.62,Partner,Bank Transfer,0
O01742,2024-12-05,C0034,P006,1,732.43,0.05,695.81,499.55,10.12,186.14,Store,Bank Transfer,0
O01743,2024-01-16,C0171,P006,1,732.43,0,732.43,499.55,6.71,226.17,Store,Bank Transfer,0
O01744,2024-10-28,C0110,P007,4,579.93,0,2319.72,1718.44,7.73,593.55,Online,Wallet,0
O01745,2024-03-22,C0307,P006,5,732.43,0.05,3479.04,2497.75,19.06,962.23,Online,Card,0
O01746,2024-03-17,C0277,P007,4,579.93,0,2319.72,1718.44,20.69,580.59,Partner,Cash,0
O01747,2024-01-27,C0002,P008,2,681.31,0,1362.62,984.42,4.67,373.53,Store,Wallet,0
O01748,2024-12-07,C0293,P002,1,431.8,0,431.8,316.57,19.86,95.37,Online,Card,0
O01749,2024-01-21,C0315,P001,2,424.39,0,848.78,564.68,19.94,264.16,Store,Card,0
O01750,2024-05-16,C0304,P005,5,260.02,0.1,1170.09,950.25,3.43,216.41,Online,Card,0
O01751,2024-08-24,C0311,P005,2,260.02,0.15,442.03,380.1,17.52,44.41,Store,Cash,0
O01752,2024-12-18,C0146,P001,4,424.39,0,1697.56,1129.36,15.3,552.9,Store,Wallet,0
O01753,2024-09-17,C0157,P005,6,260.02,0.15,1326.1,1140.3,18.29,167.51,Online,Wallet,0
O01754,2024-12-07,C0168,P004,2,933.18,0.05,1773.04,1189.02,4.97,579.05,Online,Card,0
O01755,2024-10-27,C0061,P003,1,478.73,0.05,454.79,373.64,4.52,76.63,Store,Wallet,0
O01756,2024-12-18,C0164,P010,2,569.77,0.15,968.61,712.94,11.63,244.04,Partner,Wallet,0
O01757,2024-12-29,C0108,P008,6,681.31,0,4087.86,2953.26,9.28,1125.32,Store,Card,0
O01758,2024-01-26,C0017,P005,4,260.02,0,1040.08,760.2,18.25,261.63,Store,Wallet,0
O01759,2024-08-18,C0069,P006,6,732.43,0.15,3735.39,2997.3,10.45,727.64,Partner,Cash,0
O01760,2024-01-04,C0085,P005,4,260.02,0,1040.08,760.2,11.74,268.14,Online,Card,0
O01761,2025-03-28,C0072,P004,5,933.18,0.1,4199.31,2972.55,11.91,1214.85,Online,Cash,0
O01762,2024-08-01,C0020,P001,6,424.39,0,2546.34,1694.04,16.23,836.07,Store,Wallet,0
O01763,2024-01-02,C0054,P008,5,681.31,0,3406.55,2461.05,6.22,939.28,Partner,Wallet,0
O01764,2024-09-28,C0201,P009,5,691.49,0.1,3111.7,2045.9,20.53,1045.27,Partner,Card,0
O01765,2024-08-20,C0303,P009,3,691.49,0.1,1867.02,1227.54,21.94,617.54,Store,Wallet,0
O01766,2024-01-10,C0209,P010,6,569.77,0,3418.62,2138.82,11.49,1268.31,Store,Cash,0
O01767,2024-06-10,C0303,P004,4,933.18,0,3732.72,2378.04,8.01,1346.67,Online,Cash,0
O01768,2024-12-08,C0297,P005,4,260.02,0,1040.08,760.2,2.09,277.79,Online,Bank Transfer,0
O01769,2024-05-02,C0204,P001,4,424.39,0,1697.56,1129.36,21.17,547.03,Store,Bank Transfer,0
O01770,2024-01-09,C0257,P012,6,43.97,0,263.82,183.54,17.38,62.9,Store,Cash,0
O01771,2024-09-30,C0339,P009,3,691.49,0,2074.47,1227.54,19.1,827.83,Store,Wallet,0
O01772,2024-03-31,C0280,P011,2,678.3,0,1356.6,878.62,15.7,462.28,Partner,Cash,0
O01773,2024-09-02,C0011,P002,2,431.8,0.15,734.06,633.14,16.62,84.3,Store,Wallet,0
O01774,2024-07-31,C0083,P007,2,579.93,0.15,985.88,859.22,5.28,121.38,Store,Wallet,0
O01775,2024-10-04,C0281,P011,1,678.3,0,678.3,439.31,21.66,217.33,Online,Cash,0
O01776,2024-02-03,C0139,P003,1,478.73,0.05,454.79,373.64,8.75,72.4,Partner,Bank Transfer,0
O01777,2024-09-18,C0063,P008,6,681.31,0.1,3679.07,2953.26,7.57,718.24,Online,Wallet,0
O01778,2024-03-31,C0199,P004,5,933.18,0,4665.9,2972.55,16.51,1676.84,Partner,Card,0
O01779,2024-02-02,C0084,P003,3,478.73,0,1436.19,1120.92,12.44,302.83,Online,Bank Transfer,0
O01780,2025-01-22,C0324,P006,1,732.43,0,732.43,499.55,19.07,213.81,Store,Card,0
O01781,2025-02-17,C0263,P007,2,579.93,0,1159.86,859.22,5.8,294.84,Partner,Card,0
O01782,2025-01-16,C0117,P011,4,678.3,0.1,2441.88,1757.24,17.42,667.22,Partner,Wallet,0
O01783,2024-04-11,C0022,P001,4,424.39,0,1697.56,1129.36,2.07,566.13,Partner,Wallet,0
O01784,2024-11-28,C0174,P007,6,579.93,0,3479.58,2577.66,21.39,880.53,Online,Cash,0
O01785,2025-03-07,C0050,P010,5,569.77,0.1,2563.97,1782.35,17.32,764.3,Store,Bank Transfer,0
O01786,2024-10-10,C0283,P012,3,43.97,0,131.91,91.77,14.5,-4.42,Store,Cash,1
O01787,2024-06-08,C0275,P007,3,579.93,0,1739.79,1288.83,19.17,417.78,Online,Wallet,1
O01788,2025-02-21,C0195,P003,3,478.73,0,1436.19,1120.92,18.99,296.28,Partner,Wallet,0
O01789,2024-02-08,C0256,P005,6,260.02,0,1560.12,1140.3,10.14,396.13,Online,Card,1
O01790,2025-03-21,C0071,P009,5,691.49,0.1,3111.7,2045.9,19.03,1046.77,Online,Wallet,0
O01791,2025-01-28,C0171,P006,1,732.43,0,732.43,499.55,13.53,219.35,Online,Cash,0
O01792,2024-01-26,C0142,P005,5,260.02,0.1,1170.09,950.25,20.26,199.58,Partner,Wallet,0
O01793,2024-10-09,C0337,P005,1,260.02,0.05,247.02,190.05,17.05,7.35,Store,Card,1
O01794,2024-12-02,C0171,P005,6,260.02,0,1560.12,1140.3,4.74,415.08,Partner,Card,0
O01795,2024-02-24,C0245,P001,4,424.39,0,1697.56,1129.36,10.12,558.08,Online,Cash,0
O01796,2024-02-11,C0172,P003,2,478.73,0.15,813.84,747.28,20.36,46.2,Online,Card,0
O01797,2024-08-28,C0112,P012,6,43.97,0,263.82,183.54,5.39,74.89,Partner,Cash,0
O01798,2024-07-27,C0003,P011,5,678.3,0,3391.5,2196.55,13.53,1181.42,Online,Bank Transfer,0
O01799,2024-10-07,C0122,P001,4,424.39,0,1697.56,1129.36,14.27,553.93,Partner,Wallet,0
O01800,2024-06-25,C0070,P007,5,579.93,0.05,2754.67,2148.05,20.21,586.41,Online,Card,0
O01801,2024-12-27,C0216,P005,6,260.02,0.1,1404.11,1140.3,11.95,251.86,Store,Cash,0
O01802,2025-01-17,C0130,P012,2,43.97,0.1,79.15,61.18,5.69,12.28,Online,Cash,0
O01803,2024-03-08,C0021,P004,2,933.18,0.15,1586.41,1189.02,2.93,394.46,Store,Cash,0
O01804,2024-04-21,C0142,P002,5,431.8,0,2159.0,1582.85,15.04,561.11,Partner,Card,0
O01805,2024-07-30,C0055,P006,2,732.43,0.05,1391.62,999.1,4.89,387.63,Online,Wallet,0
O01806,2024-06-15,C0211,P007,6,579.93,0.1,3131.62,2577.66,15.61,538.35,Online,Cash,0
O01807,2024-04-15,C0200,P006,2,732.43,0.15,1245.13,999.1,19.16,226.87,Store,Bank Transfer,0
O01808,2024-05-20,C0224,P001,3,424.39,0,1273.17,847.02,10.67,415.48,Online,Bank Transfer,0
O01809,2024-09-25,C0149,P004,4,933.18,0,3732.72,2378.04,19.63,1335.05,Store,Cash,0
O01810,2024-08-06,C0008,P008,5,681.31,0,3406.55,2461.05,13.73,931.77,Partner,Cash,0
O01811,2024-08-18,C0103,P012,3,43.97,0.05,125.31,91.77,21.27,12.27,Store,Cash,0
O01812,2024-08-12,C0069,P001,2,424.39,0.15,721.46,564.68,11.72,145.06,Partner,Cash,0
O01813,2024-02-26,C0138,P012,3,43.97,0.1,118.72,91.77,7.1,19.85,Partner,Wallet,0
O01814,2025-01-17,C0207,P001,1,424.39,0.1,381.95,282.34,21.14,78.47,Store,Wallet,0
O01815,2025-02-18,C0126,P011,5,678.3,0.1,3052.35,2196.55,13.49,842.31,Online,Bank Transfer,0
O01816,2024-09-27,C0002,P003,1,478.73,0,478.73,373.64,17.37,87.72,Store,Wallet,0
O01817,2024-01-01,C0247,P004,2,933.18,0,1866.36,1189.02,16.65,660.69,Store,Wallet,0
O01818,2024-12-22,C0140,P010,2,569.77,0.15,968.61,712.94,10.04,245.63,Partner,Wallet,0
O01819,2024-02-19,C0195,P008,5,681.31,0,3406.55,2461.05,19.81,925.69,Store,Wallet,0
O01820,2024-08-29,C0124,P009,3,691.49,0.05,1970.75,1227.54,6.55,736.66,Online,Card,0
O01821,2024-02-22,C0290,P003,2,478.73,0.05,909.59,747.28,19.33,142.98,Store,Card,0
O01822,2024-02-22,C0349,P009,4,691.49,0.15,2351.07,1636.72,4.71,709.64,Online,Wallet,0
O01823,2024-02-19,C0019,P005,1,260.02,0.1,234.02,190.05,10.18,33.79,Partner,Bank Transfer,0
O01824,2024-04-17,C0048,P006,2,732.43,0.1,1318.37,999.1,4.38,314.89,Partner,Cash,0
O01825,2024-01-23,C0244,P012,3,43.97,0.1,118.72,91.77,5.34,21.61,Partner,Card,0
O01826,2025-03-07,C0251,P004,4,933.18,0,3732.72,2378.04,4.0,1350.68,Online,Wallet,0
O01827,2024-01-01,C0219,P012,3,43.97,0,131.91,91.77,17.07,23.07,Online,Card,0
O01828,2025-01-13,C0050,P011,5,678.3,0,3391.5,2196.55,15.35,1179.6,Online,Cash,0
O01829,2025-01-12,C0024,P012,2,43.97,0,87.94,61.18,18.55,8.21,Store,Bank Transfer,0
O01830,2024-02-01,C0339,P008,2,681.31,0.1,1226.36,984.42,4.69,237.25,Partner,Cash,0
O01831,2024-07-06,C0322,P005,6,260.02,0.05,1482.11,1140.3,5.08,336.73,Online,Bank Transfer,0
O01832,2024-07-12,C0004,P003,3,478.73,0,1436.19,1120.92,12.66,302.61,Store,Card,0
O01833,2024-02-13,C0081,P004,1,933.18,0,933.18,594.51,10.3,328.37,Partner,Cash,0
O01834,2024-05-16,C0267,P012,5,43.97,0.15,186.87,152.95,12.62,21.3,Partner,Wallet,0
O01835,2025-03-29,C0232,P003,5,478.73,0.1,2154.29,1868.2,15.21,270.88,Store,Bank Transfer,0
O01836,2024-03-29,C0313,P008,3,681.31,0,2043.93,1476.63,7.2,560.1,Partner,Card,0
O01837,2024-04-10,C0208,P005,4,260.02,0.1,936.07,760.2,11.3,164.57,Partner,Card,0
O01838,2025-02-11,C0065,P001,2,424.39,0.15,721.46,564.68,16.01,140.77,Online,Bank Transfer,0
O01839,2024-07-21,C0333,P010,6,569.77,0.15,2905.83,2138.82,18.33,738.29,Online,Cash,1
O01840,2024-05-03,C0026,P009,5,691.49,0.1,3111.7,2045.9,19.69,1046.11,Partner,Card,0
O01841,2024-06-22,C0269,P009,1,691.49,0,691.49,409.18,7.22,275.09,Online,Card,0
O01842,2024-08-06,C0252,P004,2,933.18,0,1866.36,1189.02,15.98,661.36,Online,Bank Transfer,0
O01843,2024-02-06,C0217,P012,6,43.97,0.1,237.44,183.54,3.6,50.3,Store,Cash,0
O01844,2024-12-14,C0142,P006,1,732.43,0,732.43,499.55,17.31,215.57,Partner,Card,0
O01845,2025-03-17,C0016,P002,3,431.8,0,1295.4,949.71,17.15,328.54,Partner,Card,0
O01846,2024-02-12,C0098,P008,1,681.31,0.05,647.24,492.21,17.67,137.36,Store,Card,0
O01847,2025-02-07,C0323,P012,5,43.97,0,219.85,152.95,16.38,50.52,Store,Bank Transfer,0
O01848,2024-12-10,C0059,P009,6,691.49,0,4148.94,2455.08,17.05,1676.81,Online,Cash,0
O01849,2024-11-03,C0343,P010,5,569.77,0.05,2706.41,1782.35,7.74,916.32,Online,Cash,0
O01850,2024-03-30,C0148,P009,5,691.49,0,3457.45,2045.9,8.28,1403.27,Partner,Bank Transfer,0
O01851,2024-08-27,C0014,P001,5,424.39,0,2121.95,1411.7,2.06,708.19,Online,Bank Transfer,0
O01852,2024-06-25,C0326,P006,1,732.43,0,732.43,499.55,16.48,216.4,Online,Bank Transfer,0
O01853,2024-07-12,C0289,P002,2,431.8,0.05,820.42,633.14,4.99,182.29,Online,Wallet,0
O01854,2024-07-08,C0339,P001,3,424.39,0,1273.17,847.02,18.43,407.72,Store,Card,0
O01855,2024-10-09,C0021,P011,4,678.3,0,2713.2,1757.24,10.13,945.83,Partner,Bank Transfer,0
O01856,2024-11-12,C0182,P001,5,424.39,0.15,1803.66,1411.7,21.06,370.9,Partner,Cash,0
O01857,2024-03-05,C0034,P001,3,424.39,0,1273.17,847.02,20.56,405.59,Store,Card,0
O01858,2025-03-31,C0285,P009,6,691.49,0,4148.94,2455.08,7.23,1686.63,Partner,Cash,0
O01859,2024-10-07,C0243,P008,2,681.31,0.1,1226.36,984.42,5.88,236.06,Online,Card,0
O01860,2024-07-23,C0138,P004,2,933.18,0.15,1586.41,1189.02,3.31,394.08,Partner,Wallet,0
O01861,2025-01-06,C0088,P009,5,691.49,0.15,2938.83,2045.9,15.39,877.54,Store,Wallet,0
O01862,2024-03-22,C0011,P004,4,933.18,0.15,3172.81,2378.04,4.61,790.16,Partner,Bank Transfer,0
O01863,2024-04-19,C0054,P005,3,260.02,0,780.06,570.15,11.24,181.96,Partner,Bank Transfer,1
O01864,2024-03-21,C0182,P006,3,732.43,0,2197.29,1498.65,5.73,692.91,Partner,Wallet,0
O01865,2024-06-23,C0279,P011,2,678.3,0,1356.6,878.62,5.83,472.15,Partner,Card,0
O01866,2024-12-08,C0044,P008,4,681.31,0,2725.24,1968.84,10.22,746.18,Store,Card,0
O01867,2025-01-30,C0116,P012,1,43.97,0,43.97,30.59,6.83,6.55,Partner,Cash,0
O01868,2025-03-01,C0142,P006,6,732.43,0,4394.58,2997.3,11.31,1385.97,Online,Wallet,0
O01869,2024-01-20,C0149,P011,6,678.3,0,4069.8,2635.86,21.86,1412.08,Online,Cash,0
O01870,2024-04-16,C0182,P004,5,933.18,0,4665.9,2972.55,13.74,1679.61,Online,Bank Transfer,0
O01871,2025-01-07,C0114,P003,1,478.73,0,478.73,373.64,3.89,101.2,Partner,Bank Transfer,0
O01872,2025-01-04,C0064,P009,1,691.49,0.1,622.34,409.18,21.51,191.65,Online,Cash,0
O01873,2024-09-09,C0111,P003,4,478.73,0.15,1627.68,1494.56,8.46,124.66,Store,Card,0
O01874,2025-01-05,C0040,P002,5,431.8,0.1,1943.1,1582.85,11.93,348.32,Store,Card,0
O01875,2024-08-24,C0257,P007,5,579.93,0.15,2464.7,2148.05,19.28,297.37,Online,Cash,0
O01876,2024-04-16,C0014,P001,5,424.39,0,2121.95,1411.7,8.69,701.56,Partner,Cash,0
O01877,2025-03-04,C0306,P009,1,691.49,0,691.49,409.18,15.77,266.54,Partner,Bank Transfer,0
O01878,2024-05-15,C0146,P010,1,569.77,0.15,484.3,356.47,20.16,107.67,Partner,Cash,0
O01879,2024-07-19,C0189,P010,3,569.77,0,1709.31,1069.41,19.72,620.18,Partner,Card,0
O01880,2025-02-17,C0064,P009,6,691.49,0.1,3734.05,2455.08,7.74,1271.23,Online,Cash,0
O01881,2024-07-22,C0272,P008,3,681.31,0,2043.93,1476.63,13.73,553.57,Store,Cash,0
O01882,2024-03-28,C0081,P004,5,933.18,0.1,4199.31,2972.55,12.12,1214.64,Store,Wallet,0
O01883,2024-06-20,C0173,P007,1,579.93,0,579.93,429.61,7.1,115.84,Partner,Wallet,1
O01884,2024-03-07,C0267,P009,4,691.49,0.15,2351.07,1636.72,2.86,711.49,Online,Wallet,0
O01885,2024-05-01,C0253,P007,4,579.93,0.05,2203.73,1718.44,21.33,463.96,Partner,Card,0
O01886,2024-02-29,C0066,P007,1,579.93,0,579.93,429.61,20.88,129.44,Online,Cash,0
O01887,2024-07-03,C0200,P007,5,579.93,0,2899.65,2148.05,18.36,733.24,Store,Cash,0
O01888,2024-12-16,C0234,P002,3,431.8,0.15,1101.09,949.71,6.26,145.12,Online,Wallet,0
O01889,2024-06-23,C0183,P001,4,424.39,0.1,1527.8,1129.36,13.01,385.43,Online,Bank Transfer,0
O01890,2024-11-16,C0249,P007,5,579.93,0.15,2464.7,2148.05,20.05,296.6,Partner,Wallet,0
O01891,2024-05-28,C0021,P002,2,431.8,0,863.6,633.14,19.93,189.7,Store,Cash,1
O01892,2024-06-24,C0153,P004,4,933.18,0.15,3172.81,2378.04,20.25,774.52,Partner,Cash,0
O01893,2024-07-27,C0024,P004,2,933.18,0.15,1586.41,1189.02,9.49,387.9,Online,Card,0
O01894,2024-12-07,C0190,P008,6,681.31,0.15,3474.68,2953.26,2.36,519.06,Partner,Wallet,0
O01895,2024-10-16,C0298,P012,1,43.97,0,43.97,30.59,7.72,5.66,Online,Bank Transfer,0
O01896,2024-05-10,C0299,P003,4,478.73,0.1,1723.43,1494.56,16.12,212.75,Partner,Bank Transfer,0
O01897,2025-01-27,C0320,P010,4,569.77,0.15,1937.22,1425.88,7.93,503.41,Partner,Bank Transfer,0
O01898,2024-02-15,C0268,P005,2,260.02,0.1,468.04,380.1,17.67,70.27,Partner,Cash,0
O01899,2024-03-16,C0170,P010,1,569.77,0,569.77,356.47,2.43,210.87,Store,Cash,0
O01900,2024-03-30,C0098,P002,2,431.8,0,863.6,633.14,7.89,222.57,Store,Bank Transfer,0
O01901,2024-10-15,C0287,P001,4,424.39,0.1,1527.8,1129.36,15.99,382.45,Store,Cash,0
O01902,2024-07-22,C0328,P002,4,431.8,0.05,1640.84,1266.28,21.45,334.85,Partner,Cash,1
O01903,2024-06-07,C0288,P012,2,43.97,0.1,79.15,61.18,14.13,3.84,Partner,Wallet,0
O01904,2024-11-28,C0125,P009,2,691.49,0.15,1175.53,818.36,19.94,337.23,Store,Card,0
O01905,2024-06-25,C0209,P011,1,678.3,0,678.3,439.31,20.04,218.95,Store,Wallet,0
O01906,2024-01-16,C0282,P003,4,478.73,0.1,1723.43,1494.56,17.26,211.61,Online,Bank Transfer,0
O01907,2024-12-04,C0137,P002,5,431.8,0.05,2051.05,1582.85,13.46,454.74,Partner,Card,0
O01908,2025-02-28,C0111,P001,5,424.39,0.05,2015.85,1411.7,18.17,585.98,Partner,Cash,0
O01909,2025-01-27,C0098,P009,3,691.49,0.1,1867.02,1227.54,8.74,630.74,Online,Wallet,0
O01910,2025-03-07,C0099,P005,4,260.02,0.1,936.07,760.2,4.98,170.89,Store,Wallet,0
O01911,2024-11-16,C0021,P001,2,424.39,0.05,806.34,564.68,17.05,199.58,Partner,Bank Transfer,1
O01912,2024-11-03,C0201,P007,1,579.93,0,579.93,429.61,4.34,145.98,Store,Cash,0
O01913,2024-02-08,C0042,P011,2,678.3,0.1,1220.94,878.62,8.7,333.62,Online,Card,0
O01914,2024-02-03,C0193,P009,1,691.49,0.1,622.34,409.18,14.97,198.19,Partner,Card,0
O01915,2025-03-15,C0165,P001,4,424.39,0.05,1612.68,1129.36,17.47,465.85,Partner,Cash,0
O01916,2025-03-22,C0299,P008,6,681.31,0.05,3883.47,2953.26,14.54,899.62,Partner,Wallet,1
